буэнос-айрес,аргентина	Buenos_Aires
спрезиано,италия	Spresiano
сархентес-де-ла-лора,испания	Sargentes_de_la_Lora
сиодзири	Shiojiri,_Nagano
тревенцуоло,италия	Trevenzuolo
тирасполь,де-факто	Tiraspol
сан-лоренцо-аль-маре,италия	San_Lorenzo_al_Mare
рангдум,индия	Rangdum
сан-хуан-капистрано,соединённые штаты америки,сша,америка	San_Juan_Capistrano,_California
уабассо,город,миннесота,соединённые штаты америки,сша,америка	Wabasso,_Minnesota
ровескала,италия	Rovescala
родеро,италия	Rodero
тобед,испания	Tobed
самарате,италия	Samarate
спалене-поржичи,чехия	Spálené_Poříčí
старе-место,край,злинский край,чехия	Staré_Město_(Uherské_Hradiště_District)
риалто,калифорния,соединённые штаты америки,сша,америка	Rialto,_California
сант-агата-дель-бьянко,италия	Sant'Agata_del_Bianco
стражске,словакия	Strážske
сулехув,польша	Sulechów
торриана,италия	Torriana
ревине-лаго,италия	Revine_Lago
сант-агапито,италия	Sant'Agapito
умбриас,испания	Umbrías
травезио,италия	Travesio
райхенау,каринтия,австрия	Reichenau,_Carinthia
санта-мария-дель-тьетар,испания	Santa_María_del_Tiétar
сульмона,италия	Sulmona
сант-аполлинаре,италия	Sant'Apollinare
робледильо-де-гата,испания	Robledillo_de_Gata
скьявон,италия	Schiavon
сильяперлата,испания	Cillaperlata
сальвителле,италия	Salvitelle
раунд-рок,техас,соединённые штаты америки,сша,америка	Round_Rock,_Texas
тведестранн	Tvedestrand
саики	Saiki,_Ōita
сан-хуан,пуэрто-рико,соединённые штаты америки,сша,америка	San_Juan,_Puerto_Rico
свельвик	Svelvik
санджано,италия	Sangiano
сан-бьяджо-делла-чима,италия	San_Biagio_della_Cima
талграм,индия	Talgram
сторнарелла,италия	Stornarella
сан-джакомо-верчеллезе,италия	San_Giacomo_Vercellese
уусикаупунки	Uusikaupunki
сельге	Selge,_Pisidia
солец-куявски,польша	Solec_Kujawski
сан-мигель-де-серресуэла,испания	San_Miguel_de_Serrezuela
тотьма,россия,вологодская область	Totma
трекуанда,италия	Trequanda
саянск,россия,иркутская область	Sayansk
рипальта-кремаска,италия	Ripalta_Cremasca
тенно,италия	Tenno,_Trentino
стара-тура,словакия	Stará_Turá
сесто-фьорентино,италия	Sesto_Fiorentino
санто-томе-де-сабаркос,испания	Santo_Tomé_de_Zabarcos
сан-пио-делле-камере,италия	San_Pio_delle_Camere
сучава,румыния	Suceava
утакаманд	Ooty
тикуго	Chikugo,_Fukuoka
робурент,италия	Roburent
тоба,город,япония	Toba,_Mie
сан-северино-марке,италия	San_Severino_Marche
сокорро,нью-мексико,соединённые штаты америки,сша,америка	Socorro,_New_Mexico
умм-каср,ирак	Umm_Qasr
санта-эулалия-де-гальего,испания	Santa_Eulalia_de_Gállego
ранчо-валькувия,италия	Rancio_Valcuvia
санта-моника,соединённые штаты америки,сша,америка	Santa_Monica,_California
сендай	Sendai
сироиси,город,япония	Shiroishi,_Miyagi
сент-антони-виллидж,город,миннесота,соединённые штаты америки,сша,америка	St._Anthony,_Minnesota
рехобот-бич	Rehoboth_Beach,_Delaware
сан-поло-д’энца,италия	San_Polo_d'Enza
террелл,арканзас,соединённые штаты америки,сша,америка	Turrell,_Arkansas
сидар-милс,город,миннесота,соединённые штаты америки,сша,америка	Cedar_Mills,_Minnesota
санкт-эгид-ам-нойвальде,австрия	Sankt_Aegyd_am_Neuwalde
ропчице,польша	Ropczyce
тильето,италия	Tiglieto
раковник,чехия	Rakovník
саут-огден,соединённые штаты америки,сша,америка	South_Ogden,_Utah
себанико,испания	Cebanico
сан-джованни-ла-пунта,италия	San_Giovanni_la_Punta
санта-крус-де-монкайо,испания	Santa_Cruz_de_Moncayo
сангаррен,испания	Sangarrén
рокка-гримальда,италия	Rocca_Grimalda
сеттимо-роттаро,италия	Settimo_Rottaro
сусенгерд,иран	Susangerd
сан-витторе-олона,италия	San_Vittore_Olona
турате,италия	Turate
санца,италия	Sanza
савунга	Savoonga,_Alaska
рем-нотр-дам,италия	Rhêmes-Notre-Dame
сан-пьетро-ди-фелетто,италия	San_Pietro_di_Feletto
рикальдоне,италия	Ricaldone
уогга-уогга,австралия	Wagga_Wagga
санта-мария-дель-инвьерно,испания	Santa_María_del_Invierno
санкт-леонхард-ам-форст,австрия	Sankt_Leonhard_am_Forst
сьядонча,испания	Ciadoncha
тэнри	Tenri,_Nara
толленьо,италия	Tollegno
сарепта-на-волге	Old_Sarepta
сандстон,город,миннесота,соединённые штаты америки,сша,америка	Sandstone,_Minnesota
спринг-хилл,город,миннесота,соединённые штаты америки,сша,америка	Spring_Hill,_Minnesota
сумото	Sumoto,_Hyōgo
ронка,италия	Roncà
удзи,япония	Uji,_Kyoto
рисан,черногория	Risan
трезана,италия	Tresana
рефахие,турция	Refahiye
уинстед,город,миннесота,соединённые штаты америки,сша,америка	Winsted,_Minnesota
рюти,цюрих,швейцария	Rüti,_Zürich
сето,айти,япония	Seto,_Aichi
сент-лио,город,миннесота,соединённые штаты америки,сша,америка	St._Leo,_Minnesota
скво-вэлли,соединённые штаты америки,сша,америка	Squaw_Valley,_Placer_County,_California
сан-себастиано-да-по,италия	San_Sebastiano_da_Po
супаул,индия	Supaul
резия,италия	Resia,_Friuli
